time_s,position_um,time_s_filter,position_um_filter
24.292,2.789196614496122,24.29269663288621,2.790664833788812
24.342,2.792380706809335,24.34265348152955,2.7907800852091595
24.392,2.790036324753133,24.39272049689405,2.790401370330576
24.443,2.787313200503951,24.44271722785188,2.7903452760948686
24.493,2.79107046251339,24.49264367440304,2.7902847464512077
24.542,2.792135635721646,24.54259006211144,2.7901879437511488
24.593,2.790910415575101,24.59250375939813,2.79011968454027
24.643,2.7871850290306175,24.642568486433113,2.789905693134464
24.693,2.788010708722325,24.692647924157857,2.7900062805351786
24.743,2.79145115360681,24.74257142857107,2.790201576997792
24.792,2.7914191225369325,24.792454069957135,2.7901625907130922
24.843,2.7902337910920525,24.84224321673713,2.790097830676767
24.892,2.793622281190518,24.892029094474957,2.7904877738919835
24.941,2.7880976552687,24.941867603791724,2.7905573375968924
24.992,2.787416999288834,24.991706113108496,2.790373268385415
25.041,2.791661404745421,25.04158221641022,2.7901662017729496
25.092,2.7910265012411135,25.091464857796293,2.7900157464265427
25.141,2.791667731060278,25.141413206929997,2.7901009534118333
25.191,2.789093965467037,25.191377901274556,2.78987785453384
25.241,2.788255671297864,25.241309578293187,2.7895705905065005
25.291,2.792026197859039,25.2913576332131,2.789586427267336
25.342,2.790337970521765,25.341348152990804,2.789455463864447
25.392,2.786744253391936,25.39137463223238,2.789313358071019
25.441,2.788170847203448,25.441384439358895,2.789701326262096
25.492,2.787337653492957,25.491343249427544,2.7895018117762413
25.542,2.790653083467379,25.5414498202023,2.789336937087563
25.591,2.792566566232092,25.59141516835529,2.7895246360129864
25.641,2.7893840478058505,25.64147237659328,2.7897573073738497
25.691,2.789279914819167,25.691475318731232,2.7899566735441605
25.742,2.790037766795042,25.7414766263481,2.78974728077906
25.791,2.788584209032306,25.791473030401715,2.789828926109619
25.841,2.791319635140818,25.841517162471014,2.7901330671739073
25.892,2.7914326245320464,25.89155312193489,2.790398479917751
25.942,2.788517599915489,25.94161523373613,2.790273775459149
25.992,2.791797584036299,25.991669172931942,2.790292223363948
26.041,2.790172166864117,26.04171493952234,2.7900445486579235
26.092,2.789231358193511,26.09178685845009,2.790012069114511
26.142,2.788088449291136,26.14173880353018,2.7902501975607334
26.192,2.789485740809734,26.191822164105528,2.790236610400886
26.242,2.793789692648025,26.24174468780609,2.789985278440869
26.292,2.7891639560589296,26.291826413860356,2.7898945830009394
26.341,2.789794941864567,26.34188689114051,2.7894089730198095
26.392,2.789121481262005,26.391835894082647,2.789298938791346
26.442,2.790279430403396,26.44185060477241,2.7892987089732237
26.491,2.788298355035908,26.491931023209805,2.7893091619765196
26.542,2.789643450126768,26.541934292251973,2.7892469022054343
26.592,2.78925381274219,26.5918045112778,2.7893460564010373
26.643,2.7874884774712885,26.641827394572996,2.7891157819239956
26.691,2.78722973825315,26.691856815952537,2.7888988003660398
26.743,2.7897026290287434,26.741948676037524,2.7886560784719
26.792000000000005,2.787869974873018,26.79196011768512,2.78889579168389
26.841,2.79187302421997,26.84198136645923,2.788859523429628
26.892,2.790227174175066,26.892033998038176,2.7889005398279627
26.942,2.789835897805824,26.942031055900223,2.7889391705525837
26.991,2.786252973535625,26.992010134030327,2.78909352351835
27.042,2.7903033309598873,27.041884275906764,2.789023129305383
27.093,2.786836401455516,27.091799607714538,2.789148407147733
27.141999999999996,2.7903232779932297,27.14170349787473,2.789436512731607
27.192,2.788852569238416,27.19163354037227,2.7896657625286747
27.241,2.790530556334994,27.24155867930656,2.78991613898615
27.292,2.789636529803108,27.291538084340882,2.7902163701208935
27.342,2.790233591426654,27.341522392938465,2.7901559198702977
27.390000000000004,2.790459349531651,27.39133769205582,2.790487079695087
27.441,2.790492115551674,27.441220333441898,2.790930354395155
27.490999999999996,2.790894458786381,27.491173586138856,2.7913671813438397
27.541,2.793243033638754,27.54102353710322,2.7913605150546648
27.591000000000005,2.79337582644099,27.59080778031996,2.7916585766768116
27.641000000000002,2.791985455841489,27.64085289310191,2.791623468935405
27.692000000000004,2.7910876000210636,27.69073030402052,2.791795041600058
27.739999999999995,2.7893448782032384,27.740732265445818,2.7915458723603828
27.790999999999997,2.790144531042809,27.790625694671046,2.79141852116071
27.840000000000003,2.7933225316831156,27.840755475645217,2.791313903685111
27.891,2.792969131160636,27.890835894082624,2.791074700090912
27.940999999999995,2.7906749800073576,27.940779993461504,2.7909713256364688
27.990000000000002,2.790081221984561,27.99084243216696,2.790906458082592
28.04,2.791535098286429,28.04082445243502,2.7908968331667547
28.092,2.790308307735275,28.09087218045071,2.7911766615268454
28.139999999999997,2.7900931038828074,28.140786858450053,2.7915280639682662
28.192,2.788992864917015,28.19085746976093,2.7916896318278126
28.240999999999996,2.7926580784807604,28.24088525661939,2.7918123971596387
28.292,2.792824561622267,28.29087021902541,2.791845906025495
28.34,2.7916106499280473,28.340920889179053,2.7915530888505504
28.390999999999995,2.7942078903662533,28.390891140895295,2.79182646827876
28.441,2.793097403790838,28.440923831317004,2.7919242413437133
28.49,2.792718881438963,28.490963059823052,2.791939677731866
28.541,2.792294959184268,28.54097450147065,2.7919598848599803
28.589999999999996,2.790727404088002,28.590867930695886,2.792094454062334
28.642,2.790107802093137,28.64091075514832,2.7921866790748893
28.690000000000005,2.791598266063835,28.690813991500065,2.792044532797582
28.742,2.79126597405279,28.740866623079008,2.7916199113775355
28.790999999999997,2.7897068184113283,28.790869892121183,2.7915594372617045
28.841,2.7944434212467804,28.84102582543272,2.791539765825317
28.891,2.790200580625929,28.890902582542886,2.7912071349186207
28.941000000000003,2.793056686589514,28.940932003922416,2.791067295214845
28.991,2.792643490635325,28.99102386400741,2.7910886552215803
29.039999999999996,2.791639010257589,29.040945080091102,2.7914630735590373
29.091,2.790906543138679,29.09092873488025,2.791837471569867
29.141,2.789130414768069,29.140940503432063,2.7919366135752544
29.191,2.790647159326126,29.190927754167596,2.791845473459358
29.240999999999996,2.792362741394955,29.240893756129022,2.791731495576665
29.291,2.790383347405009,29.290953579600746,2.791588860685776
29.34,2.789709333395443,29.340859104282014,2.790969282936119
29.392,2.793006260804372,29.390759725400024,2.7908099229662664
29.441,2.794604633946699,29.440602811375832,2.790263837041169
29.489999999999995,2.793336794864926,29.490534488394463,2.789908159530169
29.541,2.788343859302009,29.540467799934174,2.789454590218149
29.591,2.7865514171892314,29.590259888852128,2.7888465945980694
29.639000000000003,2.78681172617928,29.64014383785507,2.788387554992066
29.690999999999995,2.786508268399016,29.690175547564124,2.787579952383131
29.739,2.786258845628568,29.740125204314694,2.7866419785201915
29.788999999999998,2.784245820161365,29.790086302712858,2.7859356452367043
29.84,2.787242357609977,29.840062111800798,2.78505276276896
29.889999999999997,2.7846624309884036,29.890021575677885,2.784348660312079
29.941000000000003,2.784636512534181,29.94011408957131,2.784006437760968
29.99,2.783448466591781,29.990091533180333,2.7839165477157
30.039999999999996,2.783727154748438,30.040013076168236,2.784150200357989
30.090999999999998,2.784501659257546,30.09002484472005,2.783966548210416
30.140999999999995,2.78056420575384,30.140074207256824,2.783604724603774
30.189,2.781579628718197,30.18998398169292,2.783295765583029
30.24,2.783981122800571,30.240043151356204,2.783209268253099
30.29,2.783023320841604,30.28996273291881,2.7826752616196773
30.34,2.78441522772495,30.339907159201903,2.7814985419609437
30.388999999999996,2.781545894358691,30.389820529584384,2.780286799831032
